image_filename,contact_length_microns,contact_length_mm
1106_sin_0001.png,2470.0366563579914,2.4700366563579914
1106_sin_0002.png,3422.509470866261,3.422509470866261
1106_sin_0003.png,2518.205735247557,2.518205735247557
1106_sin_0004.png,3058.6824815094915,3.0586824815094915
1106_slo75_0001.png,3287.222121543939,3.2872221215439392
1106_slo75_0002.png,2470.808715158726,2.470808715158726
1106_slo75_0003.png,3654.223632608669,3.654223632608669
1106_slo75_0004.png,3130.750016088964,3.130750016088964
