specimen_name,scan_number,total_contact_length_microns,total_contact_length_mm,SAEF,MID_mm,VIR,CAT_HORIZONTAL_len_mm,CAT_CLOSING_len_mm,CAT_OPENING_UPPER_len_mm,CAT_OPENING_LOWER_len_mm
slo_88_01,0015,4008.4415,4.0084,1.7523,0.4443,0.2655,0.3251,1.5208,1.0683,1.0942
slo_89_01,0001,4594.3592,4.5944,2.0035,0.5045,0.2734,0.0000,1.8325,1.3262,1.4357
slo_89_01,0002,4137.7277,4.1377,1.7788,0.5148,0.2363,0.0000,1.6756,1.2295,1.2326
slo_89_01,0003,4160.0791,4.1601,1.8536,0.5080,0.2477,0.0000,1.7817,1.1205,1.2579
slo_89_01,0004,4144.6527,4.1447,1.7818,0.5034,0.2220,0.2345,1.7646,1.2248,0.9207
slo_89_01,0005,4153.4162,4.1534,1.8488,0.5261,0.2274,0.4337,1.3438,1.4772,0.8987
slo_89_01,0006,4018.5904,4.0186,1.7276,0.4648,0.2282,0.5042,1.7904,1.1799,0.5441
slo_89_01,0007,4269.2727,4.2693,1.8354,0.5125,0.2491,0.7603,1.9196,1.1423,0.4471
slo_89_01,0008,4098.1720,4.0982,1.7618,0.5455,0.2089,0.2388,1.8555,1.1367,0.8671
slo_89_01,0009,4205.2978,4.2053,1.8079,0.4523,0.2468,0.2216,1.7068,1.2058,1.0711
slo_89_01,0010,4488.5597,4.4886,1.9296,0.4841,0.2365,0.0000,1.3187,1.9844,1.1855
slo_89_01,0011,4093.5418,4.0935,1.7598,0.5034,0.2455,0.3338,1.4287,1.3402,0.9909
slo_89_01,0012,4173.2249,4.1732,1.7941,0.5125,0.2357,0.1470,1.6337,1.2725,1.1199
slo_89_01,0013,4449.2284,4.4492,1.9127,0.4864,0.3024,0.0000,1.9643,1.2665,1.2185
slo_89_01,0014,3762.3908,3.7624,1.6705,0.4716,0.2237,0.0000,1.7854,0.9110,1.0660
slo_89_01,0015,4204.6629,4.2047,1.8076,0.4727,0.2523,0.6309,1.7407,1.1187,0.7144
