0,0,50.000
121.00,97.00,50.000
121.00,97.00,.200
121.00,97.00,.200
133.00,97.00,.200
133.00,133.00,.200
97.00,133.00,.200
97.00,97.00,.200
97.00,97.00,.300
105.60,105.60,.300
105.60,105.60,.300
115.60,105.60,.300
124.40,105.60,.300
124.40,106.80,.300
124.40,116.80,.300
124.40,124.40,.300
122.00,124.40,.300
112.00,124.40,.300
105.60,124.40,.300
105.60,105.60,.300
105.20,105.20,.300
124.80,105.20,.300
124.80,124.80,.300
105.20,124.80,.300
105.20,105.20,.300
123.73,105.88,.300
123.73,105.88,.300
124.12,106.27,.300
124.12,106.84,.300
123.16,105.88,.300
122.59,105.88,.300
124.12,107.41,.300
124.12,107.99,.300
122.01,105.88,.300
121.44,105.88,.300
124.12,108.56,.300
124.12,109.13,.300
120.87,105.88,.300
120.29,105.88,.300
124.12,109.70,.300
124.12,110.28,.300
119.72,105.88,.300
119.15,105.88,.300
124.12,110.85,.300
124.12,111.42,.300
118.58,105.88,.300
118.00,105.88,.300
124.12,112.00,.300
124.12,112.57,.300
117.43,105.88,.300
116.86,105.88,.300
124.12,113.14,.300
124.12,113.71,.300
116.29,105.88,.300
115.71,105.88,.300
124.12,114.29,.300
124.12,114.86,.300
115.14,105.88,.300
114.57,105.88,.300
124.12,115.43,.300
124.12,116.00,.300
113.99,105.88,.300
113.42,105.88,.300
124.12,116.58,.300
124.12,117.15,.300
112.85,105.88,.300
112.28,105.88,.300
124.12,117.72,.300
124.12,118.30,.300
111.70,105.88,.300
111.13,105.88,.300
124.12,118.87,.300
124.12,119.44,.300
110.56,105.88,.300
109.98,105.88,.300
124.12,120.01,.300
124.12,120.59,.300
109.41,105.88,.300
108.84,105.88,.300
124.12,121.16,.300
124.12,121.73,.300
108.27,105.88,.300
107.69,105.88,.300
124.12,122.30,.300
124.12,122.88,.300
107.12,105.88,.300
106.55,105.88,.300
124.12,123.45,.300
124.12,124.02,.300
105.98,105.88,.300
105.88,105.88,.300
105.88,106.36,.300
123.64,124.12,.300
123.07,124.12,.300
105.88,106.93,.300
105.88,107.50,.300
122.50,124.12,.300
121.92,124.12,.300
105.88,108.07,.300
105.88,108.65,.300
121.35,124.12,.300
120.78,124.12,.300
105.88,109.22,.300
105.88,109.79,.300
120.21,124.12,.300
119.63,124.12,.300
105.88,110.37,.300
105.88,110.94,.300
119.06,124.12,.300
118.49,124.12,.300
105.88,111.51,.300
105.88,112.08,.300
117.92,124.12,.300
117.34,124.12,.300
105.88,112.66,.300
105.88,113.23,.300
116.77,124.12,.300
116.20,124.12,.300
105.88,113.80,.300
105.88,114.37,.300
115.62,124.12,.300
115.05,124.12,.300
105.88,114.95,.300
105.88,115.52,.300
114.48,124.12,.300
113.91,124.12,.300
105.88,116.09,.300
105.88,116.67,.300
113.33,124.12,.300
112.76,124.12,.300
105.88,117.24,.300
105.88,117.81,.300
112.19,124.12,.300
111.61,124.12,.300
105.88,118.38,.300
105.88,118.96,.300
111.04,124.12,.300
110.47,124.12,.300
105.88,119.53,.300
105.88,120.10,.300
109.90,124.12,.300
109.32,124.12,.300
105.88,120.67,.300
105.88,121.25,.300
108.75,124.12,.300
108.18,124.12,.300
105.88,121.82,.300
105.88,122.39,.300
107.61,124.12,.300
107.03,124.12,.300
105.88,122.97,.300
105.88,123.54,.300
106.46,124.12,.300
105.88,124.11,.300
105.88,124.11,.500
105.60,105.60,.500
105.60,105.60,.500
115.60,105.60,.500
124.40,105.60,.500
124.40,106.80,.500
124.40,116.80,.500
124.40,124.40,.500
122.00,124.40,.500
112.00,124.40,.500
105.60,124.40,.500
105.60,105.60,.500
105.20,105.20,.500
124.80,105.20,.500
124.80,124.80,.500
105.20,124.80,.500
105.20,105.20,.500
105.88,106.27,.500
106.27,105.88,.500
106.84,105.88,.500
105.88,106.84,.500
105.88,107.41,.500
107.41,105.88,.500
107.99,105.88,.500
105.88,107.99,.500
105.88,108.56,.500
108.56,105.88,.500
109.13,105.88,.500
105.88,109.13,.500
105.88,109.71,.500
109.71,105.88,.500
110.28,105.88,.500
105.88,110.28,.500
105.88,110.85,.500
110.85,105.88,.500
111.42,105.88,.500
105.88,111.42,.500
105.88,112.00,.500
112.00,105.88,.500
112.57,105.88,.500
105.88,112.57,.500
105.88,113.14,.500
113.14,105.88,.500
113.71,105.88,.500
105.88,113.71,.500
105.88,114.29,.500
114.29,105.88,.500
114.86,105.88,.500
105.88,114.86,.500
105.88,115.43,.500
115.43,105.88,.500
116.01,105.88,.500
105.88,116.01,.500
105.88,116.58,.500
116.58,105.88,.500
117.15,105.88,.500
105.88,117.15,.500
105.88,117.72,.500
117.72,105.88,.500
118.30,105.88,.500
105.88,118.30,.500
105.88,118.87,.500
118.87,105.88,.500
119.44,105.88,.500
105.88,119.44,.500
105.88,120.02,.500
120.02,105.88,.500
120.59,105.88,.500
105.88,120.59,.500
105.88,121.16,.500
121.16,105.88,.500
121.73,105.88,.500
105.88,121.73,.500
105.88,122.31,.500
122.31,105.88,.500
122.88,105.88,.500
105.88,122.88,.500
105.88,123.45,.500
123.45,105.88,.500
124.02,105.88,.500
105.88,124.02,.500
105.88,124.12,.500
106.36,124.12,.500
124.12,106.36,.500
124.12,106.93,.500
